user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
1379,2027-01-22,Basic,199,6.2,6,2,29,9,No
1380,2027-01-23,Standard,399,11.8,2,1,12,36,No
1381,2027-01-24,Premium,699,1,2,1,19,52,Yes
1382,2027-01-25,Basic,199,4,6,1,5,29,No
1383,2027-01-26,Basic,199,3.9,0,4,34,6,Yes
1384,2027-01-27,Basic,199,19.2,0,1,1,15,No
1385,2027-01-28,Basic,199,19.9,0,0,1,34,No
1386,2027-01-29,Premium,699,5.5,7,4,6,57,Yes
1387,2027-01-30,Standard,399,12.2,3,0,22,34,No
1388,2027-01-31,Premium,699,1,0,0,8,34,Yes
1389,2027-02-01,Standard,399,0.5,3,0,10,14,No
1390,2027-02-02,Standard,399,6,6,5,19,56,Yes
1391,2027-02-03,Standard,399,24.8,3,0,11,18,No
1392,2027-02-04,Standard,399,9.3,1,0,8,38,Yes
1393,2027-02-05,Premium,699,15.2,6,1,22,57,No
1394,2027-02-06,Premium,699,9,1,2,19,58,Yes
1395,2027-02-07,Standard,399,19.8,2,5,5,9,Yes
1396,2027-02-08,Standard,399,20.5,1,4,31,27,No
1397,2027-02-09,Basic,199,8.4,2,1,6,49,No
1398,2027-02-10,Standard,399,12.3,6,4,28,50,Yes
1399,2027-02-11,Premium,699,9.9,8,3,16,34,Yes
1400,2027-02-12,Premium,699,9.9,6,4,15,36,No
1401,2027-02-13,Premium,699,6.3,0,1,6,54,Yes
1402,2027-02-14,Standard,399,23.1,0,2,9,23,No
1403,2027-02-15,Standard,399,4,8,3,30,15,Yes
1404,2027-02-16,Basic,199,3.4,2,3,9,46,Yes
1405,2027-02-17,Standard,399,17.7,1,3,4,53,Yes
1406,2027-02-18,Basic,199,9.4,1,1,10,4,Yes
1407,2027-02-19,Basic,199,12,2,5,12,33,No
1408,2027-02-20,Standard,399,18.2,7,5,27,44,Yes
1409,2027-02-21,Basic,199,22.1,0,4,4,48,Yes
1410,2027-02-22,Basic,199,20.9,7,4,26,45,No
1411,2027-02-23,Premium,699,17.9,6,1,20,17,No
1412,2027-02-24,Standard,399,18.7,6,4,9,3,Yes
1413,2027-02-25,Premium,699,15.3,1,5,36,29,Yes
1414,2027-02-26,Premium,699,20.8,2,0,26,51,No
1415,2027-02-27,Basic,199,3.2,1,2,18,38,Yes
1416,2027-02-28,Basic,199,7.4,8,0,16,4,Yes
1417,2027-03-01,Standard,399,14,0,1,13,17,Yes
1418,2027-03-02,Premium,699,14.3,7,0,3,3,No
1419,2027-03-03,Basic,199,18.9,6,4,23,12,Yes
1420,2027-03-04,Premium,699,24.4,1,2,23,26,No
1421,2027-03-05,Basic,199,20.3,2,0,33,37,No
1422,2027-03-06,Premium,699,7.6,2,5,3,29,Yes
1423,2027-03-07,Basic,199,22.2,2,5,15,10,No
1424,2027-03-08,Premium,699,23.3,5,3,34,50,Yes
1425,2027-03-09,Standard,399,1.5,6,1,28,13,No
1426,2027-03-10,Basic,199,14.4,7,0,10,51,Yes
1427,2027-03-11,Premium,699,12.7,7,2,6,10,No
1428,2027-03-12,Basic,199,14.6,5,0,18,4,Yes
1429,2027-03-13,Standard,399,24.5,7,5,31,59,Yes
1430,2027-03-14,Premium,699,1.5,4,3,32,26,Yes
1431,2027-03-15,Basic,199,9.5,5,2,29,5,No
1432,2027-03-16,Standard,399,22,0,4,17,41,Yes
1433,2027-03-17,Premium,699,0.7,1,2,36,24,Yes
1434,2027-03-18,Basic,199,10,7,5,15,5,Yes
1435,2027-03-19,Premium,699,22.6,7,0,35,5,Yes
1436,2027-03-20,Standard,399,5.4,5,0,28,20,No
1437,2027-03-21,Standard,399,17.7,7,0,14,17,No
1438,2027-03-22,Basic,199,4.1,3,2,31,36,Yes
1439,2027-03-23,Standard,399,23.4,5,3,4,30,Yes
1440,2027-03-24,Basic,199,7.1,2,0,28,9,Yes
1441,2027-03-25,Basic,199,21.9,7,3,20,33,Yes
1442,2027-03-26,Basic,199,2.8,6,2,4,48,Yes
1443,2027-03-27,Standard,399,12.3,8,5,27,50,Yes
1444,2027-03-28,Standard,399,22.9,6,0,23,35,No
1445,2027-03-29,Basic,199,18.2,2,2,5,42,No
1446,2027-03-30,Basic,199,22.5,2,3,10,55,Yes
1447,2027-03-31,Standard,399,13.3,0,3,17,60,No
1448,2027-04-01,Premium,699,16.2,1,0,29,13,No
1449,2027-04-02,Standard,399,19.5,6,1,35,22,Yes
1450,2027-04-03,Premium,699,9.6,5,0,1,19,No
1451,2027-04-04,Basic,199,16.4,7,3,32,26,Yes
1452,2027-04-05,Standard,399,24.4,5,0,34,59,Yes
1453,2027-04-06,Standard,399,14,2,4,12,27,Yes
1454,2027-04-07,Premium,699,16,1,0,28,51,No
1455,2027-04-08,Premium,699,15.6,6,0,2,31,No
1456,2027-04-09,Premium,699,16,8,4,7,51,Yes
1457,2027-04-10,Standard,399,6,7,4,14,24,Yes
1458,2027-04-11,Basic,199,24.2,7,3,23,58,No
1459,2027-04-12,Premium,699,0.7,5,1,26,32,Yes
1460,2027-04-13,Standard,399,21,6,5,20,15,Yes
1461,2027-04-14,Basic,199,1.1,5,4,1,52,Yes
1462,2027-04-15,Standard,399,24,6,1,11,35,No
1463,2027-04-16,Premium,699,20.8,6,1,26,60,No
1464,2027-04-17,Standard,399,13.2,6,1,21,6,No
1465,2027-04-18,Premium,699,16,6,5,8,58,Yes
1466,2027-04-19,Basic,199,5.5,1,0,21,27,Yes
1467,2027-04-20,Basic,199,15.6,8,0,2,36,Yes
1468,2027-04-21,Standard,399,5.1,3,2,23,12,No
1469,2027-04-22,Premium,699,19.4,0,2,25,5,No
1470,2027-04-23,Basic,199,3.2,1,0,7,9,Yes
1471,2027-04-24,Basic,199,12.6,5,1,5,25,Yes
1472,2027-04-25,Standard,399,12.4,1,1,5,43,No
1473,2027-04-26,Premium,699,20.3,2,2,29,0,No
1474,2027-04-27,Premium,699,3.4,5,2,3,30,Yes
1475,2027-04-28,Premium,699,4.4,4,0,1,12,No
1476,2027-04-29,Basic,199,13,2,1,34,55,No
1477,2027-04-30,Basic,199,3.9,1,5,21,44,No
1478,2027-05-01,Standard,399,5.4,1,2,31,45,Yes
1479,2027-05-02,Standard,399,11.2,6,1,32,16,Yes
1480,2027-05-03,Premium,699,24.1,1,4,18,50,No
1481,2027-05-04,Basic,199,23.9,7,3,14,56,Yes
1482,2027-05-05,Premium,699,20.5,1,4,18,24,Yes
1483,2027-05-06,Standard,399,22.5,1,3,24,10,No
1484,2027-05-07,Standard,399,7.7,8,2,27,25,Yes
1485,2027-05-08,Standard,399,19.9,5,1,28,4,Yes
1486,2027-05-09,Standard,399,19.6,1,0,10,20,No
1487,2027-05-10,Basic,199,14.4,5,1,30,35,Yes
1488,2027-05-11,Premium,699,13.4,1,4,14,17,No
1489,2027-05-12,Basic,199,17.2,6,2,27,52,Yes
1490,2027-05-13,Basic,199,12.7,4,3,32,7,Yes
1491,2027-05-14,Premium,699,15,3,4,21,1,Yes
1492,2027-05-15,Premium,699,22.8,4,1,1,53,No
1493,2027-05-16,Premium,699,1.5,0,0,34,30,Yes
1494,2027-05-17,Premium,699,7.2,5,3,20,5,No
1495,2027-05-18,Standard,399,10.1,7,3,4,54,Yes
1496,2027-05-19,Standard,399,1.2,0,0,7,8,Yes
1497,2027-05-20,Premium,699,6,1,1,28,46,No
1498,2027-05-21,Premium,699,23.4,0,2,1,56,No
1499,2027-05-22,Basic,199,2.3,5,5,20,39,Yes
1500,2027-05-23,Standard,399,23.2,7,0,11,8,No
1501,2027-05-24,Premium,699,16.1,1,4,27,33,Yes
1502,2027-05-25,Premium,699,24.4,5,5,32,30,Yes
1503,2027-05-26,Standard,399,9.1,3,5,6,41,No
1504,2027-05-27,Premium,699,2.3,7,0,5,13,Yes
1505,2027-05-28,Standard,399,5.1,1,2,25,13,No
1506,2027-05-29,Premium,699,19.1,4,5,21,29,Yes
1507,2027-05-30,Basic,199,5.9,5,3,9,28,No
1508,2027-05-31,Basic,199,5.1,4,3,26,10,No
1509,2027-06-01,Premium,699,4.1,1,5,7,7,Yes
1510,2027-06-02,Basic,199,1.2,8,3,18,22,Yes
1511,2027-06-03,Basic,199,11.1,2,3,23,32,Yes
1512,2027-06-04,Basic,199,7.2,1,0,29,41,No
1513,2027-06-05,Basic,199,5.1,2,4,19,17,No
1514,2027-06-06,Premium,699,3.2,0,5,28,15,No
1515,2027-06-07,Basic,199,22.4,4,1,4,4,No
1516,2027-06-08,Basic,199,10.1,1,1,26,46,No
1517,2027-06-09,Standard,399,5.5,3,2,32,40,Yes
1518,2027-06-10,Standard,399,2.8,8,5,1,39,Yes
1519,2027-06-11,Premium,699,4.7,1,1,16,11,Yes
1520,2027-06-12,Basic,199,16.8,6,2,1,1,Yes
1521,2027-06-13,Basic,199,17.1,0,4,11,22,No
1522,2027-06-14,Basic,199,21.9,7,0,32,2,No
1523,2027-06-15,Premium,699,21,8,4,19,10,No
1524,2027-06-16,Basic,199,20.2,5,3,20,31,Yes
1525,2027-06-17,Standard,399,6.7,7,0,32,52,Yes
1526,2027-06-18,Standard,399,19.5,7,0,34,17,No
1527,2027-06-19,Basic,199,24.5,3,5,10,9,No
1528,2027-06-20,Basic,199,9.3,1,1,28,58,No
1529,2027-06-21,Basic,199,22,8,3,18,56,Yes
1530,2027-06-22,Premium,699,22.3,6,4,23,26,No
1531,2027-06-23,Standard,399,1.5,8,5,13,21,Yes
1532,2027-06-24,Standard,399,14.4,5,2,30,7,No
1533,2027-06-25,Premium,699,11.9,2,4,10,18,No
1534,2027-06-26,Basic,199,12.4,1,2,20,0,No
1535,2027-06-27,Standard,399,1.8,4,0,8,27,Yes
1536,2027-06-28,Basic,199,3.9,4,4,17,42,Yes
1537,2027-06-29,Basic,199,18,2,5,6,12,No
1538,2027-06-30,Standard,399,1.3,5,1,15,51,Yes
1539,2027-07-01,Standard,399,24.2,1,2,26,58,Yes
1540,2027-07-02,Basic,199,17.1,5,4,28,8,No
1541,2027-07-03,Standard,399,10.7,3,2,9,19,Yes
1542,2027-07-04,Premium,699,13.9,6,3,30,6,Yes
1543,2027-07-05,Premium,699,12.8,5,3,21,22,Yes
1544,2027-07-06,Standard,399,1.2,8,0,30,49,Yes
1545,2027-07-07,Premium,699,19.8,8,2,20,8,No
1546,2027-07-08,Standard,399,19,6,1,4,25,No
1547,2027-07-09,Premium,699,21.1,1,0,30,17,No
1548,2027-07-10,Basic,199,15.1,4,4,22,30,Yes
1549,2027-07-11,Basic,199,18.6,0,5,33,13,No
1550,2027-07-12,Premium,699,3.8,2,2,32,40,Yes
1551,2027-07-13,Standard,399,3.3,0,1,13,38,No
1552,2027-07-14,Basic,199,5.5,7,0,16,53,No
1553,2027-07-15,Basic,199,7.8,7,1,8,52,Yes
1554,2027-07-16,Standard,399,21.6,1,3,29,9,No
1555,2027-07-17,Basic,199,4.7,8,1,16,30,Yes
1556,2027-07-18,Premium,699,24,7,2,7,42,Yes
1557,2027-07-19,Premium,699,11.9,6,1,7,1,No
1558,2027-07-20,Premium,699,0.8,4,0,25,41,Yes
1559,2027-07-21,Premium,699,1.5,5,1,29,29,No
1560,2027-07-22,Standard,399,24.6,5,4,1,54,No
1561,2027-07-23,Standard,399,10.1,1,1,34,41,Yes
1562,2027-07-24,Premium,699,11.8,2,2,22,50,No
1563,2027-07-25,Standard,399,22.9,7,3,5,30,Yes
1564,2027-07-26,Premium,699,19.5,8,2,33,8,No
1565,2027-07-27,Premium,699,14.8,6,0,23,2,Yes
1566,2027-07-28,Basic,199,16.8,7,5,7,30,Yes
1567,2027-07-29,Premium,699,3.1,2,5,16,57,Yes
1568,2027-07-30,Basic,199,15.5,1,0,4,54,No
1569,2027-07-31,Standard,399,23.1,5,0,2,44,Yes
1570,2027-08-01,Premium,699,5.4,4,3,36,28,Yes
1571,2027-08-02,Basic,199,11.1,8,1,11,5,No
1572,2027-08-03,Premium,699,5.5,2,0,7,23,No
1573,2027-08-04,Premium,699,8.8,8,3,5,12,No
1574,2027-08-05,Standard,399,9.1,8,1,33,51,Yes
1575,2027-08-06,Premium,699,21.9,1,1,25,50,No
1576,2027-08-07,Basic,199,6.1,8,2,32,1,Yes
1577,2027-08-08,Standard,399,17.7,1,1,25,18,Yes
1578,2027-08-09,Basic,199,23.3,8,2,34,25,Yes
1579,2027-08-10,Premium,699,14.8,4,5,8,1,Yes
1580,2027-08-11,Standard,399,8.7,0,1,13,13,No
1581,2027-08-12,Premium,699,6.3,1,4,4,57,No
1582,2027-08-13,Standard,399,23.8,1,4,5,30,No
1583,2027-08-14,Premium,699,3,7,4,3,14,Yes
1584,2027-08-15,Standard,399,19.6,3,0,20,59,Yes
1585,2027-08-16,Premium,699,17.2,0,4,25,30,Yes
1586,2027-08-17,Premium,699,11,6,4,9,8,Yes
1587,2027-08-18,Premium,699,9.1,5,3,24,58,Yes
1588,2027-08-19,Basic,199,6.1,8,4,1,2,No
1589,2027-08-20,Premium,699,20.4,1,0,16,8,No
1590,2027-08-21,Basic,199,9.1,3,2,21,8,No
1591,2027-08-22,Premium,699,16.6,1,2,8,60,Yes
1592,2027-08-23,Premium,699,22.5,3,3,23,45,Yes
1593,2027-08-24,Premium,699,21.8,3,4,19,57,Yes
1594,2027-08-25,Premium,699,3.1,5,3,33,45,Yes
1595,2027-08-26,Standard,399,5.5,2,4,6,14,Yes
1596,2027-08-27,Basic,199,9.6,2,0,8,15,No
1597,2027-08-28,Standard,399,1,0,2,8,17,Yes
1598,2027-08-29,Basic,199,7.3,6,3,4,1,No
1599,2027-08-30,Standard,399,6,6,1,3,42,Yes
1600,2027-08-31,Premium,699,1.3,5,0,20,58,Yes
1601,2027-09-01,Standard,399,19.1,5,5,14,53,Yes
1602,2027-09-02,Premium,699,20.3,8,3,4,60,Yes
1603,2027-09-03,Standard,399,11.9,8,2,35,10,No
1604,2027-09-04,Premium,699,3.7,0,2,16,51,Yes
1605,2027-09-05,Basic,199,19.4,4,2,16,36,Yes
1606,2027-09-06,Standard,399,7.1,4,5,24,51,No
1607,2027-09-07,Basic,199,14.4,5,2,20,54,Yes
1608,2027-09-08,Basic,199,0.7,0,2,29,30,Yes
1609,2027-09-09,Basic,199,1.9,1,2,27,57,Yes
1610,2027-09-10,Basic,199,4.9,4,2,29,55,Yes
1611,2027-09-11,Premium,699,4.1,0,1,12,7,No
1612,2027-09-12,Premium,699,21.6,5,0,33,35,No
1613,2027-09-13,Premium,699,24.4,0,5,17,54,No
1614,2027-09-14,Premium,699,15.2,5,0,3,4,No
1615,2027-09-15,Premium,699,6.3,5,4,5,23,No
1616,2027-09-16,Standard,399,16.2,4,1,5,1,No
1617,2027-09-17,Standard,399,22.5,5,3,27,60,No
1618,2027-09-18,Basic,199,9.5,4,1,11,58,No
1619,2027-09-19,Premium,699,20.3,8,5,14,49,Yes
1620,2027-09-20,Premium,699,23.5,6,4,23,2,No
1621,2027-09-21,Standard,399,23.9,3,4,6,32,No
1622,2027-09-22,Premium,699,13.7,1,4,27,51,Yes
1623,2027-09-23,Premium,699,13.2,5,2,34,12,No
1624,2027-09-24,Basic,199,6.5,5,1,22,29,Yes
1625,2027-09-25,Premium,699,11.4,6,2,16,5,Yes
1626,2027-09-26,Basic,199,16.5,3,3,24,50,Yes
1627,2027-09-27,Basic,199,6.5,6,5,35,37,Yes
1628,2027-09-28,Standard,399,8.9,1,0,19,26,No
1629,2027-09-29,Premium,699,16,3,1,32,56,No
1630,2027-09-30,Basic,199,7,8,5,27,59,Yes
1631,2027-10-01,Basic,199,20.9,0,5,3,10,No
1632,2027-10-02,Premium,699,23,6,2,34,8,Yes
1633,2027-10-03,Basic,199,3.4,5,4,19,38,Yes
1634,2027-10-04,Basic,199,23.8,6,5,23,28,Yes
1635,2027-10-05,Standard,399,17.7,2,5,31,49,Yes
1636,2027-10-06,Basic,199,22.4,5,5,10,41,Yes
1637,2027-10-07,Standard,399,13,4,0,12,14,No
1638,2027-10-08,Basic,199,22.5,8,3,34,18,Yes
1639,2027-10-09,Basic,199,1.5,3,3,10,33,Yes
1640,2027-10-10,Standard,399,9,2,0,7,18,No
1641,2027-10-11,Basic,199,7.6,4,4,11,48,Yes
1642,2027-10-12,Premium,699,4,3,4,18,53,Yes
1643,2027-10-13,Basic,199,24,8,4,3,51,Yes
1644,2027-10-14,Basic,199,5.5,6,5,24,28,Yes
1645,2027-10-15,Standard,399,18,1,3,8,56,Yes
1646,2027-10-16,Basic,199,24.8,1,2,9,51,Yes
1647,2027-10-17,Premium,699,8.5,8,2,5,17,Yes
1648,2027-10-18,Premium,699,17.8,5,0,5,27,Yes
1649,2027-10-19,Premium,699,5.2,8,5,21,53,No
1650,2027-10-20,Premium,699,6.5,6,1,1,43,Yes
1651,2027-10-21,Basic,199,20.4,7,2,32,8,Yes
1652,2027-10-22,Premium,699,0.6,1,3,14,35,Yes
1653,2027-10-23,Basic,199,10.7,4,4,3,24,Yes
1654,2027-10-24,Premium,699,12.4,2,2,23,53,Yes
1655,2027-10-25,Premium,699,12.5,6,4,32,22,Yes
1656,2027-10-26,Basic,199,3.3,4,3,15,28,Yes
1657,2027-10-27,Standard,399,4.8,5,5,8,7,Yes
1658,2027-10-28,Premium,699,19.5,7,3,9,38,Yes
1659,2027-10-29,Basic,199,7.1,3,3,19,3,No
1660,2027-10-30,Standard,399,10.6,7,3,21,25,Yes
1661,2027-10-31,Standard,399,18.3,5,5,32,52,Yes
1662,2027-11-01,Standard,399,14.5,2,4,15,13,No
1663,2027-11-02,Premium,699,3.7,8,0,22,60,Yes
1664,2027-11-03,Basic,199,22.8,8,0,22,41,Yes
1665,2027-11-04,Standard,399,5.4,2,4,35,25,No
1666,2027-11-05,Standard,399,22.8,5,3,11,13,No
1667,2027-11-06,Basic,199,21.2,8,0,3,32,Yes
1668,2027-11-07,Basic,199,7.4,0,1,11,40,No
1669,2027-11-08,Basic,199,18.9,6,5,18,25,Yes
1670,2027-11-09,Basic,199,2.3,6,0,5,0,No
1671,2027-11-10,Premium,699,2.8,6,1,10,53,Yes
1672,2027-11-11,Standard,399,13.1,0,2,28,17,No
1673,2027-11-12,Standard,399,9.7,6,0,31,14,No
1674,2027-11-13,Standard,399,7.5,8,4,31,15,Yes
1675,2027-11-14,Premium,699,23.8,8,5,26,6,Yes
1676,2027-11-15,Basic,199,19.4,7,2,26,30,Yes
1677,2027-11-16,Standard,399,4,1,0,22,35,Yes
1678,2027-11-17,Premium,699,2.6,6,4,16,53,Yes
1679,2027-11-18,Basic,199,19.3,4,3,4,19,No
1680,2027-11-19,Basic,199,17.4,6,0,21,17,No
1681,2027-11-20,Standard,399,12.7,3,2,35,29,No
1682,2027-11-21,Premium,699,23.1,6,5,6,4,Yes
1683,2027-11-22,Basic,199,18.8,2,1,34,28,No
1684,2027-11-23,Basic,199,12.6,8,3,28,8,No
1685,2027-11-24,Standard,399,0.7,1,3,26,18,No
1686,2027-11-25,Standard,399,8.4,5,4,34,41,Yes
1687,2027-11-26,Premium,699,20.2,5,4,14,38,Yes
1688,2027-11-27,Basic,199,23.2,2,1,22,33,No
1689,2027-11-28,Basic,199,10.7,2,3,21,4,No
1690,2027-11-29,Standard,399,5.4,1,4,13,29,Yes
1691,2027-11-30,Premium,699,15.1,1,2,30,40,Yes
1692,2027-12-01,Standard,399,23.2,4,2,1,52,No
1693,2027-12-02,Premium,699,9.5,6,2,20,35,Yes
1694,2027-12-03,Basic,199,15,1,5,5,13,Yes
1695,2027-12-04,Premium,699,3.6,8,4,7,41,Yes
1696,2027-12-05,Premium,699,24.2,7,1,18,10,Yes
1697,2027-12-06,Basic,199,23.3,2,1,6,10,No
1698,2027-12-07,Standard,399,22.5,0,1,5,32,No
1699,2027-12-08,Premium,699,8.5,8,0,31,15,No
1700,2027-12-09,Standard,399,9.2,8,2,31,33,Yes
1701,2027-12-10,Basic,199,23.7,4,5,11,9,No
1702,2027-12-11,Standard,399,17.5,4,5,32,7,No
1703,2027-12-12,Premium,699,4.9,5,3,23,49,Yes
1704,2027-12-13,Basic,199,22,3,3,36,23,Yes
1705,2027-12-14,Basic,199,9.3,3,0,29,37,Yes
1706,2027-12-15,Standard,399,12.8,0,4,17,17,Yes
1707,2027-12-16,Premium,699,10.3,4,2,31,40,Yes
1708,2027-12-17,Basic,199,24.9,7,3,31,11,Yes
1709,2027-12-18,Premium,699,1.4,0,4,7,57,Yes
1710,2027-12-19,Premium,699,21.8,2,0,12,26,No
1711,2027-12-20,Basic,199,16.1,0,2,29,6,No
1712,2027-12-21,Basic,199,8.7,5,5,2,10,No
1713,2027-12-22,Premium,699,13.2,6,3,24,53,Yes
1714,2027-12-23,Basic,199,20.7,8,1,13,46,Yes
1715,2027-12-24,Standard,399,7.3,3,5,3,32,Yes
1716,2027-12-25,Premium,699,8.1,8,2,1,7,Yes
1717,2027-12-26,Premium,699,14.4,7,0,6,7,No
1718,2027-12-27,Premium,699,5,0,1,6,50,Yes
1719,2027-12-28,Standard,399,2.5,3,2,30,53,Yes
1720,2027-12-29,Premium,699,8.1,6,5,9,18,Yes
1721,2027-12-30,Premium,699,10.6,3,2,21,56,Yes
1722,2027-12-31,Standard,399,7,7,2,29,37,Yes
1723,2028-01-01,Premium,699,20.8,2,0,29,60,No
1724,2028-01-02,Basic,199,14.4,6,2,35,41,No
1725,2028-01-03,Basic,199,17.6,8,4,22,53,Yes
1726,2028-01-04,Basic,199,19.4,4,1,33,29,Yes
1727,2028-01-05,Premium,699,12.1,7,4,12,20,Yes
1728,2028-01-06,Premium,699,8.4,1,5,3,22,No
1729,2028-01-07,Basic,199,12.1,5,5,27,57,Yes
1730,2028-01-08,Standard,399,11.9,2,0,11,28,No
1731,2028-01-09,Premium,699,18.4,7,1,28,16,No
1732,2028-01-10,Standard,399,17.1,4,0,31,59,No
1733,2028-01-11,Basic,199,10.9,4,4,27,25,Yes
1734,2028-01-12,Premium,699,23.1,8,1,11,60,No
1735,2028-01-13,Basic,199,19.8,0,0,22,19,No
1736,2028-01-14,Standard,399,10.2,7,0,30,42,Yes
1737,2028-01-15,Standard,399,2.5,3,1,20,27,Yes
1738,2028-01-16,Basic,199,21.2,5,0,36,30,Yes
1739,2028-01-17,Standard,399,17.3,3,3,36,42,Yes
1740,2028-01-18,Premium,699,19.2,1,3,16,8,Yes
1741,2028-01-19,Standard,399,22.5,6,4,21,25,Yes
1742,2028-01-20,Standard,399,5.9,2,1,2,23,No
1743,2028-01-21,Basic,199,22.9,3,1,26,31,Yes
1744,2028-01-22,Standard,399,2.8,6,5,28,11,Yes
1745,2028-01-23,Standard,399,17,7,0,25,16,No
1746,2028-01-24,Basic,199,10.3,8,0,11,29,No
1747,2028-01-25,Premium,699,16.6,6,0,7,10,No
1748,2028-01-26,Premium,699,17.3,0,3,25,41,No
1749,2028-01-27,Standard,399,7.9,4,5,4,40,Yes
1750,2028-01-28,Premium,699,19.6,5,4,24,23,Yes
1751,2028-01-29,Standard,399,19.1,1,1,35,0,No
1752,2028-01-30,Premium,699,5.3,7,3,17,3,Yes
1753,2028-01-31,Basic,199,11.8,0,4,32,43,Yes
1754,2028-02-01,Standard,399,19.3,0,4,19,17,Yes
1755,2028-02-02,Standard,399,11.4,4,5,2,2,No
1756,2028-02-03,Premium,699,13.5,6,1,3,11,Yes
1757,2028-02-04,Basic,199,16,6,2,10,22,No
1758,2028-02-05,Premium,699,23,8,4,16,29,Yes
1759,2028-02-06,Standard,399,4.1,1,3,3,32,No
1760,2028-02-07,Standard,399,10.9,0,1,20,60,No
1761,2028-02-08,Premium,699,21,6,0,6,50,Yes
1762,2028-02-09,Standard,399,13.7,3,5,33,51,Yes
1763,2028-02-10,Standard,399,19.1,6,2,14,47,Yes
1764,2028-02-11,Standard,399,17,6,1,33,43,Yes
1765,2028-02-12,Standard,399,1,6,5,14,8,Yes
1766,2028-02-13,Premium,699,2.9,3,0,21,45,Yes
1767,2028-02-14,Premium,699,18.3,7,4,19,26,Yes
1768,2028-02-15,Premium,699,12.2,8,0,25,21,Yes
1769,2028-02-16,Standard,399,11.8,7,1,10,34,No
1770,2028-02-17,Standard,399,10.4,1,5,17,31,Yes
1771,2028-02-18,Basic,199,18.8,8,2,14,19,Yes
1772,2028-02-19,Standard,399,1.2,2,4,30,22,Yes
1773,2028-02-20,Basic,199,14.1,7,1,19,24,No
1774,2028-02-21,Standard,399,2.9,3,1,8,7,No
1775,2028-02-22,Basic,199,14,5,1,26,26,No
1776,2028-02-23,Standard,399,15.9,5,4,24,34,Yes
1777,2028-02-24,Standard,399,19,4,3,32,10,No
1778,2028-02-25,Standard,399,0.6,5,3,19,41,Yes
1779,2028-02-26,Standard,399,24.4,6,1,27,40,Yes
1780,2028-02-27,Basic,199,25,6,0,33,20,No
1781,2028-02-28,Premium,699,17.3,5,0,31,47,No
1782,2028-02-29,Standard,399,13,3,1,36,29,No
1783,2028-03-01,Basic,199,23.5,3,2,31,8,Yes
1784,2028-03-02,Basic,199,11.8,7,1,30,50,Yes
1785,2028-03-03,Premium,699,20.2,5,1,8,15,No
1786,2028-03-04,Basic,199,17.2,6,4,3,30,No
1787,2028-03-05,Standard,399,22.1,8,0,17,45,No
1788,2028-03-06,Premium,699,11.2,0,2,2,51,Yes
1789,2028-03-07,Standard,399,18.1,8,5,26,41,Yes
1790,2028-03-08,Basic,199,21.3,1,5,10,10,No
1791,2028-03-09,Standard,399,22.9,7,1,10,16,Yes
1792,2028-03-10,Premium,699,11.7,7,1,5,48,Yes
1793,2028-03-11,Premium,699,8.6,7,5,29,16,No
1794,2028-03-12,Basic,199,4.1,4,0,9,14,No
1795,2028-03-13,Standard,399,8,2,4,19,40,Yes
1796,2028-03-14,Standard,399,4.3,2,1,19,38,Yes
1797,2028-03-15,Standard,399,1.2,3,4,15,19,Yes
1798,2028-03-16,Standard,399,18.2,8,3,24,30,Yes
1799,2028-03-17,Standard,399,14.9,8,2,10,33,Yes
1800,2028-03-18,Premium,699,21.8,7,1,11,30,No
1801,2028-03-19,Premium,699,8.9,4,1,5,14,Yes
1802,2028-03-20,Premium,699,16.4,5,3,8,29,Yes
1803,2028-03-21,Basic,199,22.5,3,2,34,42,Yes
1804,2028-03-22,Basic,199,12.9,4,4,22,34,No
1805,2028-03-23,Basic,199,11.4,8,1,4,15,No
1806,2028-03-24,Premium,699,6.1,7,1,16,2,No
1807,2028-03-25,Premium,699,2.7,3,5,18,53,No
1808,2028-03-26,Premium,699,2,3,1,20,37,No
1809,2028-03-27,Standard,399,13.7,0,2,7,50,No
1810,2028-03-28,Standard,399,11.3,7,1,8,6,No
1811,2028-03-29,Premium,699,7.8,0,4,32,27,No
1812,2028-03-30,Premium,699,19.5,3,4,29,51,No
1813,2028-03-31,Basic,199,19,4,3,17,40,Yes
1814,2028-04-01,Standard,399,7.5,4,2,33,55,Yes
1815,2028-04-02,Standard,399,12.8,7,0,36,48,No
1816,2028-04-03,Basic,199,22.4,8,3,21,31,Yes
1817,2028-04-04,Standard,399,2.8,7,2,20,40,Yes
1818,2028-04-05,Basic,199,19.2,3,2,7,32,Yes
1819,2028-04-06,Standard,399,17.3,3,4,7,43,Yes
1820,2028-04-07,Basic,199,19.8,2,4,26,42,Yes
1821,2028-04-08,Standard,399,19.6,4,1,27,59,Yes
1822,2028-04-09,Standard,399,8,5,5,10,20,Yes
1823,2028-04-10,Premium,699,19.2,0,3,26,3,No
1824,2028-04-11,Premium,699,24.4,4,0,9,52,No
1825,2028-04-12,Premium,699,7.7,5,0,17,20,No
1826,2028-04-13,Standard,399,14.2,3,1,36,39,No
1827,2028-04-14,Basic,199,6.5,5,5,5,30,No
1828,2028-04-15,Standard,399,19.6,6,5,3,58,Yes
1829,2028-04-16,Standard,399,2,0,5,25,21,Yes
